"scenario","region","year","age","sex","cardio_deaths","allcause_deaths","pop","n_countries","cardio_mortality_rate","cardio_mortality_rate_100k","allcause_mortality_rate","allcause_mortality_rate_100k","cardio_share"
"SSP1","East Asia & Pacific",2025,"45-49","Female",41083.7467504217,149122.299086465,68716800,20,0.000597870488009071,59.7870488009071,0.0021700995838931,217.00995838931,0.275503710726725
"SSP1","East Asia & Pacific",2025,"45-49","Male",87472.7666719239,275175.709273206,70850100,20,0.0012346174059306,123.46174059306,0.00388391419734348,388.391419734348,0.317879680960784
"SSP1","East Asia & Pacific",2025,"50-54","Female",76354.4180111914,254745.652481929,80264900,20,0.000951280298252304,95.1280298252304,0.00317381137311488,317.381137311488,0.299728051361378
"SSP1","East Asia & Pacific",2025,"50-54","Male",168655.753741496,495653.584124869,81118500,20,0.00207912811185483,207.912811185483,0.00611024099465435,611.024099465435,0.340269412233297
"SSP1","East Asia & Pacific",2025,"55-59","Female",111369.654725402,355236.785816107,77655800,20,0.00143414470941516,143.414470941516,0.00457450423298849,457.450423298849,0.313508226546824
"SSP1","East Asia & Pacific",2025,"55-59","Male",240294.259423477,692214.981355122,76351300,20,0.00314721896579989,314.721896579989,0.00906618461447444,906.618461447444,0.347138195352349
"SSP1","East Asia & Pacific",2025,"60-64","Female",169098.562520915,490935.650437922,62192000,20,0.00271897611462753,271.897611462753,0.00789387140529203,789.387140529203,0.344441399539994
"SSP1","East Asia & Pacific",2025,"60-64","Male",336933.207285872,926531.738932969,59149900,20,0.0056962599646977,569.62599646977,0.0156641302678951,1566.41302678951,0.363649935698801
"SSP1","East Asia & Pacific",2025,"65-69","Female",242956.89590101,651813.68347316,51363200,20,0.00473017444203263,473.017444203263,0.0126902857196039,1269.02857196039,0.372739790619959
"SSP1","East Asia & Pacific",2025,"65-69","Male",415253.155995006,1118700.33298444,46368500,20,0.00895550116986759,895.550116986759,0.024126299815272,2412.6299815272,0.371192484485281
"SSP1","East Asia & Pacific",2025,"70-74","Female",394858.541276455,962214.816201274,44259300,20,0.00892148184170231,892.148184170231,0.0217403984292855,2174.03984292855,0.41036422909732
"SSP1","East Asia & Pacific",2025,"70-74","Male",551933.772683197,1390946.74528294,36942000,20,0.0149405493119809,1494.05493119809,0.0376521776103876,3765.21776103876,0.396804388489313
"SSP1","East Asia & Pacific",2025,"75-79","Female",426060.82392851,984227.992531863,26908900,20,0.0158334537617112,1583.34537617112,0.036576299757027,3657.6299757027,0.432888342092868
"SSP1","East Asia & Pacific",2025,"75-79","Male",496903.032983181,1207021.53486155,21118100,20,0.023529722512119,2352.9722512119,0.0571557827106392,5715.57827106392,0.411677023674791
"SSP1","East Asia & Pacific",2025,"80-84","Female",520339.988605096,1124132.37799126,15962200,20,0.0325982626834081,3259.82626834081,0.0704246518644835,7042.46518644835,0.462881417520333
"SSP1","East Asia & Pacific",2025,"80-84","Male",505889.309950939,1156279.74294108,11161000,20,0.0453265218126457,4532.65218126457,0.103600012807192,10360.0012807193,0.437514635225015
"SSP1","East Asia & Pacific",2025,"85-89","Female",502121.668938432,1078206.32772286,8903800,20,0.056394086675176,5639.40866751759,0.12109507488071,12109.507488071,0.465700910881219
"SSP1","East Asia & Pacific",2025,"85-89","Male",382622.68232214,859024.606187416,5152301,20,0.0742624862798466,7426.24862798466,0.166726401696527,16672.6401696527,0.445415276310097
"SSP1","East Asia & Pacific",2025,"90-94","Female",321657.07907527,690634.710846954,3584302,20,0.0897405070988074,8974.05070988074,0.19268318095042,19268.318095042,0.465741258039012
"SSP1","East Asia & Pacific",2025,"90-94","Male",175248.120646722,398198.018513636,1524704,20,0.11493910991689,11493.910991689,0.261164146295698,26116.4146295698,0.440102945014331
"SSP1","East Asia & Pacific",2025,"95+","Female",102857.082061585,239343.014196098,811307,20,0.126779483058305,12677.9483058305,0.295009181722946,29500.9181722946,0.429747583847641
